id	name	parent_condition_group_id	date_created	date_modified
1852	Toxic effect of other and unspecified substances	244	2018-02-10 05:15:39	2018-02-10 05:15:39
1853	Unspecified effects of radiation	245	2018-02-10 05:15:39	2018-02-10 05:15:39
1854	Effects of heat and light	245	2018-02-10 05:15:39	2018-02-10 05:15:39
1855	Hypothermia	245	2018-02-10 05:15:39	2018-02-10 05:15:39
1856	Other effects of reduced temperature	245	2018-02-10 05:15:39	2018-02-10 05:15:39
1857	Effects of air pressure and water pressure	245	2018-02-10 05:15:39	2018-02-10 05:15:39
1858	Asphyxiation	245	2018-02-10 05:15:39	2018-02-10 05:15:39
1859	Effects of other deprivation	245	2018-02-10 05:15:39	2018-02-10 05:15:39
1860	Maltreatment syndromes	245	2018-02-10 05:15:39	2018-02-10 05:15:39
1861	Effects of other external causes	245	2018-02-10 05:15:39	2018-02-10 05:15:39
1862	Adverse effects, not elsewhere classified	245	2018-02-10 05:15:39	2018-02-10 05:15:39
1863	Certain early complications of trauma, not elsewhere classified	246	2018-02-10 05:15:39	2018-02-10 05:15:39
1864	Complications following infusion, transfusion and therapeutic injection	247	2018-02-10 05:15:39	2018-02-10 05:15:39
1865	Complications of procedures, not elsewhere classified	247	2018-02-10 05:15:39	2018-02-10 05:15:39
1866	Complications of cardiac and vascular prosthetic devices, implants and grafts	247	2018-02-10 05:15:39	2018-02-10 05:15:39
1867	Complications of genitourinary prosthetic devices, implants and grafts	247	2018-02-10 05:15:39	2018-02-10 05:15:39
1868	Complications of internal orthopaedic prosthetic devices, implants and grafts	247	2018-02-10 05:15:39	2018-02-10 05:15:39
1869	Complications of other internal prosthetic devices, implants and grafts	247	2018-02-10 05:15:39	2018-02-10 05:15:39
1870	Failure and rejection of transplanted organs and tissues	247	2018-02-10 05:15:39	2018-02-10 05:15:39
1871	Complications peculiar to reattachment and amputation	247	2018-02-10 05:15:39	2018-02-10 05:15:39
1872	Other complications of surgical and medical care, not elsewhere classified	247	2018-02-10 05:15:39	2018-02-10 05:15:39
1873	Sequelae of injuries of head	248	2018-02-10 05:15:39	2018-02-10 05:15:39
1874	Sequelae of injuries of neck and trunk	248	2018-02-10 05:15:39	2018-02-10 05:15:39
1875	Sequelae of injuries of upper limb	248	2018-02-10 05:15:39	2018-02-10 05:15:39
1876	Sequelae of injuries of lower limb	248	2018-02-10 05:15:39	2018-02-10 05:15:39
1877	Sequelae of injuries involving multiple and unspecified body regions	248	2018-02-10 05:15:39	2018-02-10 05:15:39
1878	Sequelae of burns, corrosions and frostbite	248	2018-02-10 05:15:39	2018-02-10 05:15:39
1879	Sequelae of poisoning by drugs, medicaments and biological substances	248	2018-02-10 05:15:39	2018-02-10 05:15:39
1880	Sequelae of toxic effects of substances chiefly nonmedicinal as to source	248	2018-02-10 05:15:39	2018-02-10 05:15:39
1881	Sequelae of other and unspecified effects of external causes	248	2018-02-10 05:15:39	2018-02-10 05:15:39
1882	Pedestrian injured in collision with pedal cycle	251	2018-02-10 05:15:39	2018-02-10 05:15:39
1883	Pedestrian injured in collision with two- or three-wheeled motor vehicle	251	2018-02-10 05:15:39	2018-02-10 05:15:39
1884	Pedestrian injured in collision with car, pick-up truck or van	251	2018-02-10 05:15:39	2018-02-10 05:15:39
1885	Pedestrian injured in collision with heavy transport vehicle or bus	251	2018-02-10 05:15:39	2018-02-10 05:15:39
1886	Pedestrian injured in collision with railway train or railway vehicle	251	2018-02-10 05:15:39	2018-02-10 05:15:39
1887	Pedestrian injured in collision with other nonmotor vehicle	251	2018-02-10 05:15:39	2018-02-10 05:15:39
1888	Pedestrian injured in other and unspecified transport accidents	251	2018-02-10 05:15:39	2018-02-10 05:15:39
1889	Pedal cyclist injured in collision with pedestrian or animal	252	2018-02-10 05:15:39	2018-02-10 05:15:39
1890	Pedal cyclist injured in collision with other pedal cycle	252	2018-02-10 05:15:39	2018-02-10 05:15:39
1891	Pedal cyclist injured in collision with two- or three-wheeled motor vehicle	252	2018-02-10 05:15:39	2018-02-10 05:15:39
1892	Pedal cyclist injured in collision with car, pick-up truck or van	252	2018-02-10 05:15:39	2018-02-10 05:15:39
1893	Pedal cyclist injured in collision with heavy transport vehicle or bus	252	2018-02-10 05:15:39	2018-02-10 05:15:39
1894	Pedal cyclist injured in collision with railway train or railway vehicle	252	2018-02-10 05:15:39	2018-02-10 05:15:39
1895	Pedal cyclist injured in collision with other nonmotor vehicle	252	2018-02-10 05:15:39	2018-02-10 05:15:39
1896	Pedal cyclist injured in collision with fixed or stationary object	252	2018-02-10 05:15:39	2018-02-10 05:15:39
1897	Pedal cyclist injured in noncollision transport accident	252	2018-02-10 05:15:39	2018-02-10 05:15:39
1898	Pedal cyclist injured in other and unspecified transport accidents	252	2018-02-10 05:15:39	2018-02-10 05:15:39
1899	Motorcycle rider injured in collision with pedestrian or animal	253	2018-02-10 05:15:39	2018-02-10 05:15:39
1900	Motorcycle rider injured in collision with pedal cycle	253	2018-02-10 05:15:39	2018-02-10 05:15:39
1901	Motorcycle rider injured in collision with two- or three-wheeled motor vehicle	253	2018-02-10 05:15:39	2018-02-10 05:15:39
1902	Motorcycle rider injured in collision with car, pick-up truck or van	253	2018-02-10 05:15:39	2018-02-10 05:15:39
1903	Motorcycle rider injured in collision with heavy transport vehicle or bus	253	2018-02-10 05:15:39	2018-02-10 05:15:39
1904	Motorcycle rider injured in collision with railway train or railway vehicle	253	2018-02-10 05:15:39	2018-02-10 05:15:39
1905	Motorcycle rider injured in collision with other nonmotor vehicle	253	2018-02-10 05:15:39	2018-02-10 05:15:39
1906	Motorcycle rider injured in collision with fixed or stationary object	253	2018-02-10 05:15:39	2018-02-10 05:15:39
1907	Motorcycle rider injured in noncollision transport accident	253	2018-02-10 05:15:39	2018-02-10 05:15:39
1908	Motorcycle rider injured in other and unspecified transport accidents	253	2018-02-10 05:15:39	2018-02-10 05:15:39
1909	Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal	254	2018-02-10 05:15:39	2018-02-10 05:15:39
1910	Occupant of three-wheeled motor vehicle injured in collision with pedal cycle	254	2018-02-10 05:15:39	2018-02-10 05:15:39
1911	Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle	254	2018-02-10 05:15:39	2018-02-10 05:15:39
1912	Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van	254	2018-02-10 05:15:39	2018-02-10 05:15:39
1913	Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus	254	2018-02-10 05:15:39	2018-02-10 05:15:39
1914	Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle	254	2018-02-10 05:15:39	2018-02-10 05:15:39
1915	Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle	254	2018-02-10 05:15:39	2018-02-10 05:15:39
1916	Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object	254	2018-02-10 05:15:39	2018-02-10 05:15:39
1917	Occupant of three-wheeled motor vehicle injured in noncollision transport accident	254	2018-02-10 05:15:39	2018-02-10 05:15:39
1918	Occupant of three-wheeled motor vehicle injured in other and unspecified transport accidents	254	2018-02-10 05:15:39	2018-02-10 05:15:39
1919	Car occupant injured in collision with pedestrian or animal	255	2018-02-10 05:15:39	2018-02-10 05:15:39
1920	Car occupant injured in collision with pedal cycle	255	2018-02-10 05:15:39	2018-02-10 05:15:39
1921	Car occupant injured in collision with two- or three-wheeled motor vehicle	255	2018-02-10 05:15:39	2018-02-10 05:15:39
1922	Car occupant injured in collision with car, pick-up truck or van	255	2018-02-10 05:15:39	2018-02-10 05:15:39
1923	Car occupant injured in collision with heavy transport vehicle or bus	255	2018-02-10 05:15:39	2018-02-10 05:15:39
1924	Car occupant injured in collision with railway train or railway vehicle	255	2018-02-10 05:15:39	2018-02-10 05:15:39
1925	Car occupant injured in collision with other nonmotor vehicle	255	2018-02-10 05:15:39	2018-02-10 05:15:39
1926	Car occupant injured in collision with fixed or stationary object	255	2018-02-10 05:15:39	2018-02-10 05:15:39
1927	Car occupant injured in noncollision transport accident	255	2018-02-10 05:15:39	2018-02-10 05:15:39
1928	Car occupant injured in other and unspecified transport accidents	255	2018-02-10 05:15:39	2018-02-10 05:15:39
1929	Occupant of pick-up truck or van injured in collision with pedestrian or animal	256	2018-02-10 05:15:39	2018-02-10 05:15:39
1930	Occupant of pick-up truck or van injured in collision with pedal cycle	256	2018-02-10 05:15:39	2018-02-10 05:15:39
1931	Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle	256	2018-02-10 05:15:39	2018-02-10 05:15:39
1932	Occupant of pick-up truck or van injured in collision with car, pick-up truck or van	256	2018-02-10 05:15:39	2018-02-10 05:15:39
1933	Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus	256	2018-02-10 05:15:39	2018-02-10 05:15:39
1934	Occupant of pick-up truck or van injured in collision with railway train or railway vehicle	256	2018-02-10 05:15:39	2018-02-10 05:15:39
1935	Occupant of pick-up truck or van injured in collision with other nonmotor vehicle	256	2018-02-10 05:15:39	2018-02-10 05:15:39
1936	Occupant of pick-up truck or van injured in collision with fixed or stationary object	256	2018-02-10 05:15:39	2018-02-10 05:15:39
1937	Occupant of pick-up truck or van injured in noncollision transport accident	256	2018-02-10 05:15:39	2018-02-10 05:15:39
1938	Occupant of pick-up truck or van injured in other and unspecified transport accidents	256	2018-02-10 05:15:39	2018-02-10 05:15:39
1939	Occupant of heavy transport vehicle injured in collision with pedestrian or animal	257	2018-02-10 05:15:39	2018-02-10 05:15:39
1940	Occupant of heavy transport vehicle injured in collision with pedal cycle	257	2018-02-10 05:15:39	2018-02-10 05:15:39
1941	Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle	257	2018-02-10 05:15:39	2018-02-10 05:15:39
1942	Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van	257	2018-02-10 05:15:39	2018-02-10 05:15:39
1943	Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus	257	2018-02-10 05:15:39	2018-02-10 05:15:39
1944	Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle	257	2018-02-10 05:15:39	2018-02-10 05:15:39
1945	Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle	257	2018-02-10 05:15:39	2018-02-10 05:15:39
1946	Occupant of heavy transport vehicle injured in collision with fixed or stationary object	257	2018-02-10 05:15:39	2018-02-10 05:15:39
1947	Occupant of heavy transport vehicle injured in noncollision transport accident	257	2018-02-10 05:15:39	2018-02-10 05:15:39
1948	Occupant of heavy transport vehicle injured in other and unspecified transport accidents	257	2018-02-10 05:15:39	2018-02-10 05:15:39
1949	Bus occupant injured in collision with pedestrian or animal	258	2018-02-10 05:15:39	2018-02-10 05:15:39
1950	Bus occupant injured in collision with pedal cycle	258	2018-02-10 05:15:39	2018-02-10 05:15:39
1951	Bus occupant injured in collision with two- or three-wheeled motor vehicle	258	2018-02-10 05:15:39	2018-02-10 05:15:39
1952	Bus occupant injured in collision with car, pick-up truck or van	258	2018-02-10 05:15:39	2018-02-10 05:15:39
1953	Bus occupant injured in collision with heavy transport vehicle or bus	258	2018-02-10 05:15:39	2018-02-10 05:15:39
1954	Bus occupant injured in collision with railway train or railway vehicle	258	2018-02-10 05:15:39	2018-02-10 05:15:39
1955	Bus occupant injured in collision with other nonmotor vehicle	258	2018-02-10 05:15:39	2018-02-10 05:15:39
1956	Bus occupant injured in collision with fixed or stationary object	258	2018-02-10 05:15:39	2018-02-10 05:15:39
1957	Bus occupant injured in noncollision transport accident	258	2018-02-10 05:15:39	2018-02-10 05:15:39
1958	Bus occupant injured in other and unspecified transport accidents	258	2018-02-10 05:15:39	2018-02-10 05:15:39
1959	Animal-rider or occupant of animal-drawn vehicle injured in transport accident	259	2018-02-10 05:15:39	2018-02-10 05:15:39
1960	Occupant of railway train or railway vehicle injured in transport accident	259	2018-02-10 05:15:39	2018-02-10 05:15:39
1961	Occupant of streetcar injured in transport accident	259	2018-02-10 05:15:39	2018-02-10 05:15:39
1962	Occupant of special vehicle mainly used on industrial premises injured in transport accident	259	2018-02-10 05:15:39	2018-02-10 05:15:39
1963	Occupant of special vehicle mainly used in agriculture injured in transport accident	259	2018-02-10 05:15:39	2018-02-10 05:15:39
1964	Occupant of special construction vehicle injured in transport accident	259	2018-02-10 05:15:39	2018-02-10 05:15:39
1965	Occupant of special all-terrain or other motor vehicle designed primarily for off-road use, injured in transport accident	259	2018-02-10 05:15:39	2018-02-10 05:15:39
1966	Traffic accident of specified type but victim's mode of transport unknown	259	2018-02-10 05:15:39	2018-02-10 05:15:39
1967	Nontraffic accident of specified type but victim's mode of transport unknown	259	2018-02-10 05:15:39	2018-02-10 05:15:39
1968	Motor- or nonmotor-vehicle accident, type of vehicle unspecified	259	2018-02-10 05:15:39	2018-02-10 05:15:39
1969	Accident to watercraft causing drowning and submersion	260	2018-02-10 05:15:39	2018-02-10 05:15:39
1970	Accident to watercraft causing other injury	260	2018-02-10 05:15:39	2018-02-10 05:15:39
1971	Water-transport-related drowning and submersion without accident to watercraft	260	2018-02-10 05:15:39	2018-02-10 05:15:39
1972	Accident on board watercraft without accident to watercraft, not causing drowning and submersion	260	2018-02-10 05:15:39	2018-02-10 05:15:39
1973	Other and unspecified water transport accidents	260	2018-02-10 05:15:39	2018-02-10 05:15:39
1974	Accident to powered aircraft causing injury to occupant	261	2018-02-10 05:15:39	2018-02-10 05:15:39
1975	Accident to nonpowered aircraft causing injury to occupant	261	2018-02-10 05:15:39	2018-02-10 05:15:39
1976	Other specified air transport accidents	261	2018-02-10 05:15:39	2018-02-10 05:15:39
1977	Other specified transport accidents	262	2018-02-10 05:15:39	2018-02-10 05:15:39
1978	Unspecified transport accident	262	2018-02-10 05:15:39	2018-02-10 05:15:39
1979	Fall on same level involving ice and snow	264	2018-02-10 05:15:39	2018-02-10 05:15:39
1980	Fall on same level from slipping, tripping and stumbling	264	2018-02-10 05:15:39	2018-02-10 05:15:39
1981	Fall involving ice-skates, skis, roller-skates or skateboards	264	2018-02-10 05:15:39	2018-02-10 05:15:39
1982	Other fall on same level due to collision with, or pushing by, another person	264	2018-02-10 05:15:39	2018-02-10 05:15:39
1983	Fall while being carried or supported by other persons	264	2018-02-10 05:15:39	2018-02-10 05:15:39
1984	Fall involving wheelchair	264	2018-02-10 05:15:39	2018-02-10 05:15:39
1985	Fall involving bed	264	2018-02-10 05:15:39	2018-02-10 05:15:39
1986	Fall involving chair	264	2018-02-10 05:15:39	2018-02-10 05:15:39
1987	Fall involving other furniture	264	2018-02-10 05:15:39	2018-02-10 05:15:39
1988	Fall involving playground equipment	264	2018-02-10 05:15:39	2018-02-10 05:15:39
1989	Fall on and from stairs and steps	264	2018-02-10 05:15:39	2018-02-10 05:15:39
1990	Fall on and from ladder	264	2018-02-10 05:15:39	2018-02-10 05:15:39
1991	Fall on and from scaffolding	264	2018-02-10 05:15:39	2018-02-10 05:15:39
1992	Fall from, out of or through building or structure	264	2018-02-10 05:15:39	2018-02-10 05:15:39
1993	Fall from tree	264	2018-02-10 05:15:39	2018-02-10 05:15:39
1994	Fall from cliff	264	2018-02-10 05:15:39	2018-02-10 05:15:39
1995	Diving or jumping into water causing injury other than drowning or submersion	264	2018-02-10 05:15:39	2018-02-10 05:15:39
1996	Other fall from one level to another	264	2018-02-10 05:15:39	2018-02-10 05:15:39
1997	Other fall on same level	264	2018-02-10 05:15:39	2018-02-10 05:15:39
1998	Unspecified fall	264	2018-02-10 05:15:39	2018-02-10 05:15:39
1999	Struck by thrown, projected or falling object	265	2018-02-10 05:15:39	2018-02-10 05:15:39
2000	Striking against or struck by sports equipment	265	2018-02-10 05:15:39	2018-02-10 05:15:39
2001	Striking against or struck by other objects	265	2018-02-10 05:15:39	2018-02-10 05:15:39
2002	Caught, crushed, jammed or pinched in or between objects	265	2018-02-10 05:15:39	2018-02-10 05:15:39
2003	Contact with lifting and transmission devices, not elsewhere classified	265	2018-02-10 05:15:39	2018-02-10 05:15:39
2004	Contact with sharp glass	265	2018-02-10 05:15:39	2018-02-10 05:15:39
2005	Contact with other sharp object(s)	265	2018-02-10 05:15:39	2018-02-10 05:15:39
2006	Contact with nonpowered hand tool	265	2018-02-10 05:15:39	2018-02-10 05:15:39
2007	Contact with powered lawnmower	265	2018-02-10 05:15:39	2018-02-10 05:15:39
2008	Contact with other powered hand tools and household machinery	265	2018-02-10 05:15:39	2018-02-10 05:15:39
2009	Contact with agricultural machinery	265	2018-02-10 05:15:39	2018-02-10 05:15:39
2010	Contact with other and unspecified machinery	265	2018-02-10 05:15:39	2018-02-10 05:15:39
2011	Handgun discharge	265	2018-02-10 05:15:39	2018-02-10 05:15:39
2012	Rifle, shotgun and larger firearm discharge	265	2018-02-10 05:15:39	2018-02-10 05:15:39
2013	Discharge from other and unspecified firearms	265	2018-02-10 05:15:39	2018-02-10 05:15:39
2014	Explosion and rupture of boiler	265	2018-02-10 05:15:39	2018-02-10 05:15:39
2015	Explosion and rupture of gas cylinder	265	2018-02-10 05:15:39	2018-02-10 05:15:39
2016	Explosion and rupture of pressurized tyre, pipe or hose	265	2018-02-10 05:15:39	2018-02-10 05:15:39
2017	Explosion and rupture of other specified pressurized devices	265	2018-02-10 05:15:39	2018-02-10 05:15:39
2018	Discharge of firework	265	2018-02-10 05:15:39	2018-02-10 05:15:39
2019	Explosion of other materials	265	2018-02-10 05:15:39	2018-02-10 05:15:39
2020	Exposure to high-pressure jet	265	2018-02-10 05:15:39	2018-02-10 05:15:39
2021	Exposure to noise	265	2018-02-10 05:15:39	2018-02-10 05:15:39
2022	Exposure to vibration	265	2018-02-10 05:15:39	2018-02-10 05:15:39
2023	Foreign body entering into or through eye or natural orifice	265	2018-02-10 05:15:39	2018-02-10 05:15:39
2024	Foreign body or object entering through skin	265	2018-02-10 05:15:39	2018-02-10 05:15:39
2025	Contact with hypodermic needle	265	2018-02-10 05:15:39	2018-02-10 05:15:39
2026	Exposure to other and unspecified inanimate mechanical forces	265	2018-02-10 05:15:39	2018-02-10 05:15:39
2027	Hit, struck, kicked, twisted, bitten or scratched by another person	266	2018-02-10 05:15:39	2018-02-10 05:15:39
2028	Striking against or bumped into by another person	266	2018-02-10 05:15:39	2018-02-10 05:15:39
2029	Crushed, pushed or stepped on by crowd or human stampede	266	2018-02-10 05:15:39	2018-02-10 05:15:39
2030	Bitten by rat	266	2018-02-10 05:15:39	2018-02-10 05:15:39
2031	Bitten or struck by dog	266	2018-02-10 05:15:39	2018-02-10 05:15:39
2032	Bitten or struck by other mammals	266	2018-02-10 05:15:39	2018-02-10 05:15:39
2033	Contact with marine animal	266	2018-02-10 05:15:39	2018-02-10 05:15:39
2034	Bitten or stung by nonvenomous insect and other nonvenomous arthropods	266	2018-02-10 05:15:39	2018-02-10 05:15:39
2035	Bitten or struck by crocodile or alligator	266	2018-02-10 05:15:39	2018-02-10 05:15:39
2036	Bitten or crushed by other reptiles	266	2018-02-10 05:15:39	2018-02-10 05:15:39
2037	Contact with plant thorns and spines and sharp leaves	266	2018-02-10 05:15:39	2018-02-10 05:15:39
2038	Exposure to other and unspecified animate mechanical forces	266	2018-02-10 05:15:39	2018-02-10 05:15:39
2039	Drowning and submersion while in bath-tub	267	2018-02-10 05:15:39	2018-02-10 05:15:39
2040	Drowning and submersion following fall into bath-tub	267	2018-02-10 05:15:39	2018-02-10 05:15:39
2041	Drowning and submersion while in swimming-pool	267	2018-02-10 05:15:39	2018-02-10 05:15:39
2042	Drowning and submersion following fall into swimming-pool	267	2018-02-10 05:15:39	2018-02-10 05:15:39
2043	Drowning and submersion while in natural water	267	2018-02-10 05:15:39	2018-02-10 05:15:39
2044	Drowning and submersion following fall into natural water	267	2018-02-10 05:15:39	2018-02-10 05:15:39
2045	Other specified drowning and submersion	267	2018-02-10 05:15:39	2018-02-10 05:15:39
2046	Unspecified drowning and submersion	267	2018-02-10 05:15:39	2018-02-10 05:15:39
2047	Accidental suffocation and strangulation in bed	268	2018-02-10 05:15:39	2018-02-10 05:15:39
2048	Other accidental hanging and strangulation	268	2018-02-10 05:15:39	2018-02-10 05:15:39
2049	Threat to breathing due to cave-in, falling earth and other substances	268	2018-02-10 05:15:39	2018-02-10 05:15:39
2050	Inhalation of gastric contents	268	2018-02-10 05:15:39	2018-02-10 05:15:39
2051	Inhalation and ingestion of food causing obstruction of respiratory tract	268	2018-02-10 05:15:39	2018-02-10 05:15:39
2052	Inhalation and ingestion of other objects causing obstruction of respiratory tract	268	2018-02-10 05:15:39	2018-02-10 05:15:39
2053	Confined to or trapped in a low-oxygen environment	268	2018-02-10 05:15:39	2018-02-10 05:15:39
2054	Other specified threats to breathing	268	2018-02-10 05:15:39	2018-02-10 05:15:39
2055	Unspecified threat to breathing	268	2018-02-10 05:15:39	2018-02-10 05:15:39
2056	Exposure to electric transmission lines	269	2018-02-10 05:15:39	2018-02-10 05:15:39
2057	Exposure to other specified electric current	269	2018-02-10 05:15:39	2018-02-10 05:15:39
2058	Exposure to unspecified electric current	269	2018-02-10 05:15:39	2018-02-10 05:15:39
2059	Exposure to ionizing radiation	269	2018-02-10 05:15:39	2018-02-10 05:15:39
2060	Exposure to man-made visible and ultraviolet light	269	2018-02-10 05:15:39	2018-02-10 05:15:39
2061	Exposure to other nonionizing radiation	269	2018-02-10 05:15:39	2018-02-10 05:15:39
2062	Exposure to unspecified type of radiation	269	2018-02-10 05:15:39	2018-02-10 05:15:39
2063	Exposure to excessive heat of man-made origin	269	2018-02-10 05:15:39	2018-02-10 05:15:39
2064	Exposure to excessive cold of man-made origin	269	2018-02-10 05:15:39	2018-02-10 05:15:39
2065	Exposure to high and low air pressure and changes in air pressure	269	2018-02-10 05:15:39	2018-02-10 05:15:39
2066	Exposure to other and unspecified man-made environmental factors	269	2018-02-10 05:15:39	2018-02-10 05:15:39
2067	Exposure to uncontrolled fire in building or structure	270	2018-02-10 05:15:39	2018-02-10 05:15:39
2068	Exposure to uncontrolled fire, not in building or structure	270	2018-02-10 05:15:39	2018-02-10 05:15:39
2069	Exposure to controlled fire in building or structure	270	2018-02-10 05:15:39	2018-02-10 05:15:39
2070	Exposure to controlled fire, not in building or structure	270	2018-02-10 05:15:39	2018-02-10 05:15:39
2071	Exposure to ignition of highly flammable material	270	2018-02-10 05:15:39	2018-02-10 05:15:39
2072	Exposure to ignition or melting of nightwear	270	2018-02-10 05:15:39	2018-02-10 05:15:39
2073	Exposure to ignition or melting of other clothing and apparel	270	2018-02-10 05:15:39	2018-02-10 05:15:39
2074	Exposure to other specified smoke, fire and flames	270	2018-02-10 05:15:39	2018-02-10 05:15:39
2075	Exposure to unspecified smoke, fire and flames	270	2018-02-10 05:15:39	2018-02-10 05:15:39
2076	Contact with hot drinks, food, fats and cooking oils	271	2018-02-10 05:15:39	2018-02-10 05:15:39
2077	Contact with hot tap-water	271	2018-02-10 05:15:39	2018-02-10 05:15:39
2078	Contact with other hot fluids	271	2018-02-10 05:15:39	2018-02-10 05:15:39
2079	Contact with steam and hot vapours	271	2018-02-10 05:15:39	2018-02-10 05:15:39
2080	Contact with hot air and gases	271	2018-02-10 05:15:39	2018-02-10 05:15:39
2081	Contact with hot household appliances	271	2018-02-10 05:15:39	2018-02-10 05:15:39
2082	Contact with hot heating appliances, radiators and pipes	271	2018-02-10 05:15:39	2018-02-10 05:15:39
2083	Contact with hot engines, machinery and tools	271	2018-02-10 05:15:39	2018-02-10 05:15:39
2084	Contact with other hot metals	271	2018-02-10 05:15:39	2018-02-10 05:15:39
2085	Contact with other and unspecified heat and hot substances	271	2018-02-10 05:15:39	2018-02-10 05:15:39
2086	Contact with venomous snakes and lizards	272	2018-02-10 05:15:39	2018-02-10 05:15:39
2087	Contact with venomous spiders	272	2018-02-10 05:15:39	2018-02-10 05:15:39
2088	Contact with scorpions	272	2018-02-10 05:15:39	2018-02-10 05:15:39
2089	Contact with hornets, wasps and bees	272	2018-02-10 05:15:39	2018-02-10 05:15:39
2090	Contact with centipedes and venomous millipedes (tropical)	272	2018-02-10 05:15:39	2018-02-10 05:15:39
2091	Contact with other venomous arthropods	272	2018-02-10 05:15:39	2018-02-10 05:15:39
2092	Contact with venomous marine animals and plants	272	2018-02-10 05:15:39	2018-02-10 05:15:39
2093	Contact with other specified venomous animals	272	2018-02-10 05:15:39	2018-02-10 05:15:39
2094	Contact with other specified venomous plants	272	2018-02-10 05:15:39	2018-02-10 05:15:39
2095	Contact with unspecified venomous animal or plant	272	2018-02-10 05:15:39	2018-02-10 05:15:39
2096	Exposure to excessive natural heat	273	2018-02-10 05:15:39	2018-02-10 05:15:39
2097	Exposure to excessive natural cold	273	2018-02-10 05:15:39	2018-02-10 05:15:39
2098	Exposure to sunlight	273	2018-02-10 05:15:39	2018-02-10 05:15:39
2099	Victim of lightning	273	2018-02-10 05:15:39	2018-02-10 05:15:39
2100	Victim of earthquake	273	2018-02-10 05:15:39	2018-02-10 05:15:39
2101	Victim of volcanic eruption	273	2018-02-10 05:15:39	2018-02-10 05:15:39
2102	Victim of avalanche, landslide and other earth movements	273	2018-02-10 05:15:39	2018-02-10 05:15:39
2103	Victim of cataclysmic storm	273	2018-02-10 05:15:39	2018-02-10 05:15:39
2104	Victim of flood	273	2018-02-10 05:15:39	2018-02-10 05:15:39
2105	Exposure to other and unspecified forces of nature	273	2018-02-10 05:15:39	2018-02-10 05:15:39
2106	Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics	274	2018-02-10 05:15:39	2018-02-10 05:15:39
2107	Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified	274	2018-02-10 05:15:39	2018-02-10 05:15:39
2108	Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified	274	2018-02-10 05:15:39	2018-02-10 05:15:39
2109	Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system	274	2018-02-10 05:15:39	2018-02-10 05:15:39
2110	Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances	274	2018-02-10 05:15:39	2018-02-10 05:15:39
2111	Accidental poisoning by and exposure to alcohol	274	2018-02-10 05:15:39	2018-02-10 05:15:39
2112	Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours	274	2018-02-10 05:15:39	2018-02-10 05:15:39
2113	Accidental poisoning by and exposure to other gases and vapours	274	2018-02-10 05:15:39	2018-02-10 05:15:39
2114	Accidental poisoning by and exposure to pesticides	274	2018-02-10 05:15:39	2018-02-10 05:15:39
2115	Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances	274	2018-02-10 05:15:39	2018-02-10 05:15:39
2116	Overexertion and strenuous or repetitive movements	275	2018-02-10 05:15:39	2018-02-10 05:15:39
2117	Travel and motion	275	2018-02-10 05:15:39	2018-02-10 05:15:39
2118	Prolonged stay in weightless environment	275	2018-02-10 05:15:39	2018-02-10 05:15:39
2119	Lack of food	275	2018-02-10 05:15:39	2018-02-10 05:15:39
2120	Lack of water	275	2018-02-10 05:15:39	2018-02-10 05:15:39
2121	Unspecified privation	275	2018-02-10 05:15:39	2018-02-10 05:15:39
2122	Exposure to other specified factors	276	2018-02-10 05:15:39	2018-02-10 05:15:39
2123	Exposure to unspecified factor	276	2018-02-10 05:15:39	2018-02-10 05:15:39
2124	Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics	277	2018-02-10 05:15:39	2018-02-10 05:15:39
2125	Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified	277	2018-02-10 05:15:39	2018-02-10 05:15:39
2126	Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified	277	2018-02-10 05:15:39	2018-02-10 05:15:39
